timestamp,result,status,message
2024/07/19 16:33:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:33:25""}'"
2024/07/19 16:34:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:34:25""}'"
2024/07/19 16:35:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:35:25""}'"
2024/07/19 16:36:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:36:25""}'"
2024/07/19 16:37:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:37:25""}'"
2024/07/19 16:38:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:38:25""}'"
2024/07/19 16:39:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:39:25""}'"
2024/07/19 16:40:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:40:25""}'"
2024/07/19 16:41:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:41:25""}'"
2024/07/19 16:42:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:42:25""}'"
2024/07/19 16:43:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:43:25""}'"
2024/07/19 16:44:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:44:25""}'"
2024/07/19 16:45:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:45:25""}'"
2024/07/19 16:46:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:46:25""}'"
2024/07/19 16:47:26,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:47:26""}'"
2024/07/19 16:48:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:48:25""}'"
2024/07/19 16:49:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:49:25""}'"
2024/07/19 16:50:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:50:25""}'"
2024/07/19 16:51:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:51:25""}'"
2024/07/19 16:52:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:52:25""}'"
2024/07/19 16:53:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:53:25""}'"
2024/07/19 16:54:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:54:25""}'"
2024/07/19 16:55:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:55:25""}'"
2024/07/19 16:56:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:56:25""}'"
2024/07/19 16:57:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:57:25""}'"
2024/07/19 16:58:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:58:25""}'"
2024/07/19 16:59:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 16:59:25""}'"
2024/07/19 17:00:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:00:25""}'"
2024/07/19 17:01:26,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:01:26""}'"
2024/07/19 17:02:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:02:25""}'"
2024/07/19 17:03:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:03:25""}'"
2024/07/19 17:04:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:04:25""}'"
2024/07/19 17:05:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:05:25""}'"
2024/07/19 17:06:25,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 17:06:25""}'"
2024/07/19 17:56:09,0,success,"b'{""status"":""success"",""body_result"":""0"",""timestamp"":""2024\\/07\\/19 17:56:09""}'"
2024/07/19 18:18:02,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/19 18:18:02""}'"
2024/07/20 06:38:40,0,error,"2024/07/20 06:38:40: Error making POST request: HTTPSConnectionPool(host='192.168.3.117', port=10443): Max retries exceeded with url: /?rest_route=/trafficinfo/v1/update (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3864805d30>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2024/07/20 06:40:31,0,success,"b'{""status"":""success"",""body_result"":""0"",""timestamp"":""2024\\/07\\/20 06:40:31""}'"
2024/07/20 07:01:20,0,success,"b'{""status"":""success"",""body_result"":""0"",""timestamp"":""2024\\/07\\/20 07:01:20""}'"
2024/07/20 07:03:10,0,success,"b'{""status"":""success"",""body_result"":""0"",""timestamp"":""2024\\/07\\/20 07:03:10""}'"
2024/07/20 07:04:17,1,success,"b'{""status"":""success"",""body_result"":""1"",""timestamp"":""2024\\/07\\/20 07:04:17""}'"
2024/07/20 07:07:14,0,success,"b'{""status"":""success"",""body_result"":""0"",""timestamp"":""2024\\/07\\/20 07:07:14""}'"
2024/07/20 07:07:36,0,success,"b'{""status"":""success"",""body_result"":""0"",""timestamp"":""2024\\/07\\/20 07:07:36""}'"
